Cliente ID,Edad,Genero,Item Comprado,Categoria,Cantidad de Compra (USD),Ubicacion,Tamaño,Color,Temporada,Calificacion de Reviews,Status de Suscripcion,Tipo de Envio,Descuento Aplicado ,Promocion Usada,Compras Anteriores,Metodo de Pago,Frecuencia de Compras
932,24,Masculino,Abrigo,Ropa exterior,36,Nebraska,M,Plateado,Invierno,4.1,Si,Standard,Si,Si,24,Transferencia Bancaria ,Quincena
933,62,Masculino,Falda,Vestimenta,24,Indiana,L,Azul,Invierno,3.2,Si,Standard,Si,Si,45,Tarjeta de Debito,Cada 2 semanas
934,70,Masculino,Tennis,Calzado,84,Colorado,M,Magenta,Primavera,2.7,Si,Recojer en Tienda,Si,Si,33,Tarjeta de Debito,Mensualmente
935,45,Masculino,Jeans,Vestimenta,47,Oregon,S,Amarillo,Primavera,3.7,Si,Express,Si,Si,21,Transferencia Bancaria ,Mensualmente
936,58,Masculino,Hoodie,Vestimenta,51,Ohio,L,Blanco,Otoño,2.6,Si,Recojer en Tienda,Si,Si,2,Transferencia Bancaria ,Quincena
937,31,Masculino,Zapatos,Calzado,84,Maine,M,Rosa,Verano,2.7,Si,Envio Gratis,Si,Si,28,Efectivo,Semanalmente
938,32,Masculino,Shorts,Vestimenta,24,Iowa,M,Magenta,Verano,2.7,Si,Express,Si,Si,18,Venmo,Trimestral
939,36,Masculino,Blusa,Vestimenta,97,Wisconsin,S,Teal,Otoño,4.8,Si,Envio Gratis,Si,Si,21,Tarjeta de Debito,Quincena
940,25,Masculino,Playera,Vestimenta,89,New York,L,Indigo,Invierno,4.8,Si,Envio Dia Siguiente,Si,Si,24,Tarjeta de Credito,Mensualmente
941,48,Masculino,Cinto,Accesorios,44,Colorado,S,Maroon,Primavera,2.6,Si,Recojer en Tienda,Si,Si,15,PayPal,Cada 3 Meses
942,39,Masculino,Bolsa,Accesorios,35,Illinois,L,Negro,Invierno,4.5,Si,Envio 2-Dias,Si,Si,38,PayPal,Cada 3 Meses
943,26,Masculino,Vestido,Vestimenta,91,Arizona,M,Cyan,Invierno,3.2,Si,Express,Si,Si,38,PayPal,Cada 2 semanas
944,32,Masculino,Sombrero,Accesorios,63,Oklahoma,L,Cyan,Invierno,3.8,Si,Envio Dia Siguiente,Si,Si,13,Venmo,Quincena
945,54,Masculino,Cinto,Accesorios,97,Indiana,S,Gris,Primavera,4.8,Si,Express,Si,Si,39,Efectivo,Cada 2 semanas
946,38,Masculino,Botas,Calzado,38,Minnesota,M,Violeta,Verano,4.1,Si,Recojer en Tienda,Si,Si,8,Venmo,Cada 3 Meses
947,46,Masculino,Abrigo,Ropa exterior,24,Pennsylvania,XL,Azul,Primavera,2.8,Si,Envio Dia Siguiente,Si,Si,4,PayPal,Trimestral
948,57,Masculino,Blusa,Vestimenta,32,Indiana,M,Charcoal,Invierno,3.9,Si,Recojer en Tienda,Si,Si,6,Efectivo,Cada 3 Meses
949,49,Masculino,Sombrero,Accesorios,90,Alabama,L,Olive,Verano,4.9,Si,Express,Si,Si,11,Venmo,Cada 3 Meses
950,33,Masculino,Jeans,Vestimenta,36,Montana,M,Olive,Verano,3.4,Si,Standard,Si,Si,49,Venmo,Mensualmente
951,54,Masculino,Mochila,Accesorios,37,New Mexico,XL,Turquesa,Invierno,4.1,Si,Envio Gratis,Si,Si,30,PayPal,Trimestral
952,47,Masculino,Vestido,Vestimenta,51,Alaska,M,Cyan,Verano,2.9,Si,Express,Si,Si,34,Transferencia Bancaria ,Mensualmente
953,36,Masculino,Sombrero,Accesorios,71,Idaho,S,Rojo,Otoño,3.1,Si,Envio 2-Dias,Si,Si,28,PayPal,Mensualmente
954,68,Masculino,Lentes de sol,Accesorios,50,Utah,S,Cyan,Primavera,3.6,Si,Envio 2-Dias,Si,Si,36,Venmo,Trimestral
955,60,Masculino,Sombrero,Accesorios,74,Louisiana,S,Turquesa,Otoño,3.5,Si,Standard,Si,Si,18,Tarjeta de Credito,Cada 3 Meses
956,55,Masculino,Vestido,Vestimenta,75,Mississippi,L,Lavender,Verano,3.4,Si,Envio Gratis,Si,Si,4,PayPal,Mensualmente
957,29,Masculino,Camiseta,Vestimenta,99,Mississippi,XL,Cyan,Primavera,2.9,Si,Envio 2-Dias,Si,Si,42,Tarjeta de Debito,Trimestral
958,38,Masculino,Bufanda,Accesorios,23,Indiana,XL,Violeta,Primavera,4.7,Si,Recojer en Tienda,Si,Si,11,Efectivo,Trimestral
959,70,Masculino,Tennis,Calzado,53,Washington,XL,Beige,Invierno,4.4,Si,Envio Gratis,Si,Si,31,Tarjeta de Credito,Cada 2 semanas
960,36,Masculino,Falda,Vestimenta,99,Nevada,M,Cyan,Primavera,2.6,Si,Standard,Si,Si,12,Efectivo,Quincena
961,18,Masculino,Joyeria,Accesorios,48,Louisiana,XL,Indigo,Primavera,4.4,Si,Standard,Si,Si,20,Venmo,Trimestral
962,62,Masculino,Botas,Calzado,72,Pennsylvania,L,Olive,Otoño,3.7,Si,Envio Dia Siguiente,Si,Si,37,Tarjeta de Debito,Trimestral
963,29,Masculino,Lentes de sol,Accesorios,64,Michigan,L,Verde,Primavera,4.4,Si,Standard,Si,Si,26,Tarjeta de Debito,Quincena
964,21,Masculino,Botas,Calzado,63,South Carolina,L,Verde,Primavera,2.5,Si,Envio 2-Dias,Si,Si,14,Tarjeta de Credito,Semanalmente
965,42,Masculino,Sandalias,Calzado,51,Arizona,M,Beige,Primavera,2.6,Si,Envio Dia Siguiente,Si,Si,12,Venmo,Cada 2 semanas
966,43,Masculino,Botas,Calzado,55,Delaware,L,Negro,Primavera,5,Si,Recojer en Tienda,Si,Si,10,Tarjeta de Credito,Anualmente
967,58,Masculino,Vestido,Vestimenta,55,Kentucky,M,Cafe,Primavera,4.9,Si,Express,Si,Si,19,Efectivo,Anualmente
968,27,Masculino,Hoodie,Vestimenta,26,Georgia,S,Plateado,Verano,3.7,Si,Recojer en Tienda,Si,Si,4,Efectivo,Semanalmente
969,57,Masculino,Shorts,Vestimenta,67,North Carolina,L,Gris,Verano,3.1,Si,Envio Dia Siguiente,Si,Si,48,Transferencia Bancaria ,Trimestral
970,40,Masculino,Abrigo,Ropa exterior,31,California,S,Rosa,Otoño,3.2,Si,Express,Si,Si,37,PayPal,Mensualmente
971,45,Masculino,Jeans,Vestimenta,66,California,S,Maroon,Invierno,4.4,Si,Envio Gratis,Si,Si,4,Efectivo,Mensualmente
972,47,Masculino,Lentes de sol,Accesorios,67,Indiana,M,Cyan,Verano,4.3,Si,Envio Dia Siguiente,Si,Si,15,Tarjeta de Credito,Semanalmente
973,61,Masculino,Tennis,Calzado,61,Colorado,L,Dorado,Invierno,3,Si,Standard,Si,Si,33,Tarjeta de Credito,Semanalmente
974,60,Masculino,Chaqueta,Ropa exterior,75,Colorado,M,Teal,Otoño,3.5,Si,Envio 2-Dias,Si,Si,30,Transferencia Bancaria ,Trimestral
975,69,Masculino,Falda,Vestimenta,90,North Carolina,M,Beige,Primavera,3.6,Si,Envio 2-Dias,Si,Si,23,Transferencia Bancaria ,Mensualmente
976,58,Masculino,Sueter,Vestimenta,40,Washington,M,Olive,Verano,3.8,Si,Envio 2-Dias,Si,Si,2,Transferencia Bancaria ,Semanalmente
977,34,Masculino,Playera,Vestimenta,90,Florida,M,Gris,Otoño,3.6,Si,Express,Si,Si,50,Tarjeta de Credito,Cada 3 Meses
978,20,Masculino,Cinto,Accesorios,20,Washington,M,Negro,Primavera,4.6,Si,Express,Si,Si,34,Efectivo,Cada 2 semanas
979,56,Masculino,Guantes,Accesorios,40,Colorado,M,Turquesa,Verano,2.5,Si,Standard,Si,Si,33,Tarjeta de Credito,Semanalmente
980,64,Masculino,Sombrero,Accesorios,33,New Hampshire,S,Cafe,Otoño,3.5,Si,Recojer en Tienda,Si,Si,34,Tarjeta de Debito,Mensualmente
981,56,Masculino,Botas,Calzado,98,Maryland,S,Magenta,Primavera,4,Si,Envio Gratis,Si,Si,39,PayPal,Cada 3 Meses
982,27,Masculino,Cinto,Accesorios,42,Maryland,M,Plateado,Primavera,3.5,Si,Envio Dia Siguiente,Si,Si,47,Tarjeta de Credito,Trimestral
983,35,Masculino,Abrigo,Ropa exterior,62,Texas,S,Rojo,Verano,3.2,Si,Standard,Si,Si,37,PayPal,Mensualmente
984,24,Masculino,Sombrero,Accesorios,45,New Mexico,L,Indigo,Invierno,3.5,Si,Envio Gratis,Si,Si,40,Venmo,Cada 2 semanas
985,26,Masculino,Zapatos,Calzado,78,Utah,M,Verde,Verano,3.4,Si,Envio Gratis,Si,Si,8,Tarjeta de Credito,Cada 2 semanas
986,32,Masculino,Bolsa,Accesorios,80,West Virginia,M,Gris,Otoño,5,Si,Express,Si,Si,12,Transferencia Bancaria ,Anualmente
987,54,Masculino,Bufanda,Accesorios,96,Connecticut,S,Durazno,Primavera,4.5,Si,Recojer en Tienda,Si,Si,36,Transferencia Bancaria ,Mensualmente
988,62,Masculino,Bolsa,Accesorios,47,West Virginia,M,Charcoal,Verano,2.8,Si,Express,Si,Si,48,PayPal,Semanalmente
989,50,Masculino,Pantalones,Vestimenta,84,Ohio,M,Naranja,Invierno,4.9,Si,Envio 2-Dias,Si,Si,47,PayPal,Quincena
990,70,Masculino,Zapatos,Calzado,31,Texas,M,Beige,Primavera,3.1,Si,Recojer en Tienda,Si,Si,2,Transferencia Bancaria ,Mensualmente
991,48,Masculino,Lentes de sol,Accesorios,63,Washington,S,Amarillo,Primavera,4.8,Si,Recojer en Tienda,Si,Si,24,Efectivo,Semanalmente
992,20,Masculino,Shorts,Vestimenta,97,Wisconsin,XL,Blanco,Primavera,2.7,Si,Standard,Si,Si,40,Transferencia Bancaria ,Cada 2 semanas
993,46,Masculino,Chaqueta,Ropa exterior,99,Louisiana,M,Gris,Invierno,4.6,Si,Express,Si,Si,50,Tarjeta de Debito,Semanalmente
994,51,Masculino,Sandalias,Calzado,90,Iowa,M,Durazno,Invierno,4.4,Si,Recojer en Tienda,Si,Si,25,Efectivo,Semanalmente
995,53,Masculino,Zapatos,Calzado,68,New York,L,Violeta,Otoño,3.2,Si,Express,Si,Si,20,Tarjeta de Debito,Mensualmente
996,44,Masculino,Joyeria,Accesorios,80,Idaho,M,Magenta,Primavera,3,Si,Envio 2-Dias,Si,Si,10,Venmo,Semanalmente
997,29,Masculino,Sandalias,Calzado,91,Delaware,L,Maroon,Verano,4.9,Si,Standard,Si,Si,32,Transferencia Bancaria ,Trimestral
998,64,Masculino,Pantalones,Vestimenta,30,Kentucky,M,Cyan,Primavera,3.6,Si,Express,Si,Si,31,Efectivo,Quincena
999,51,Masculino,Zapatos,Calzado,90,Connecticut,M,Blanco,Primavera,3.8,Si,Envio Dia Siguiente,Si,Si,48,Transferencia Bancaria ,Cada 2 semanas
1000,50,Masculino,Calcetines,Vestimenta,28,New Mexico,L,Cafe,Primavera,2.9,Si,Standard,Si,Si,23,Tarjeta de Debito,Mensualmente
1001,43,Masculino,Calcetines,Vestimenta,46,Georgia,M,Rojo,Invierno,3.9,Si,Express,Si,Si,1,Transferencia Bancaria ,Cada 2 semanas
1002,61,Masculino,Vestido,Vestimenta,60,Washington,M,Naranja,Otoño,3.6,Si,Standard,Si,Si,4,Tarjeta de Debito,Quincena
1003,55,Masculino,Zapatos,Calzado,59,North Dakota,M,Blanco,Primavera,3.5,Si,Recojer en Tienda,Si,Si,3,Transferencia Bancaria ,Cada 2 semanas
1004,56,Masculino,Sombrero,Accesorios,68,Ohio,M,Verde,Otoño,4,Si,Recojer en Tienda,Si,Si,3,Efectivo,Cada 2 semanas
1005,33,Masculino,Mochila,Accesorios,79,Tennessee,M,Negro,Verano,4.8,Si,Envio 2-Dias,Si,Si,44,Efectivo,Anualmente
1006,43,Masculino,Mochila,Accesorios,94,New York,M,Dorado,Invierno,3.9,Si,Recojer en Tienda,Si,Si,5,Tarjeta de Debito,Cada 2 semanas
1007,21,Masculino,Pantalones,Vestimenta,83,Michigan,S,Lavender,Verano,4.5,Si,Envio Dia Siguiente,Si,Si,50,Venmo,Trimestral
1008,58,Masculino,Guantes,Accesorios,62,Georgia,XL,Turquesa,Primavera,4.8,Si,Standard,Si,Si,2,Tarjeta de Credito,Anualmente
1009,41,Masculino,Bufanda,Accesorios,85,New Mexico,M,Rosa,Primavera,2.6,Si,Recojer en Tienda,Si,Si,29,PayPal,Anualmente
1010,39,Masculino,Hoodie,Vestimenta,30,Louisiana,M,Plateado,Verano,3.1,Si,Express,Si,Si,11,Venmo,Anualmente
1011,54,Masculino,Jeans,Vestimenta,24,South Dakota,XL,Gris,Primavera,4.7,Si,Envio 2-Dias,Si,Si,37,Tarjeta de Credito,Quincena
1012,43,Masculino,Mochila,Accesorios,25,Montana,L,Indigo,Primavera,2.9,Si,Envio Dia Siguiente,Si,Si,32,Tarjeta de Debito,Quincena
1013,28,Masculino,Sandalias,Calzado,37,New Mexico,L,Teal,Verano,3.8,Si,Express,Si,Si,27,Tarjeta de Credito,Anualmente
1014,59,Masculino,Cinto,Accesorios,69,South Carolina,XL,Verde,Verano,3.8,Si,Envio 2-Dias,Si,Si,31,Venmo,Cada 2 semanas
1015,28,Masculino,Zapatos,Calzado,97,Ohio,M,Violeta,Verano,3,Si,Standard,Si,Si,36,Tarjeta de Debito,Quincena
1016,68,Masculino,Guantes,Accesorios,24,North Carolina,M,Cyan,Verano,4.1,Si,Standard,Si,Si,34,Efectivo,Semanalmente
1017,20,Masculino,Cinto,Accesorios,30,Idaho,XL,Azul,Verano,3.4,Si,Express,Si,Si,15,Transferencia Bancaria ,Cada 3 Meses
1018,21,Masculino,Chaqueta,Ropa exterior,53,Oklahoma,L,Naranja,Otoño,2.5,Si,Express,Si,Si,14,Tarjeta de Credito,Anualmente
1019,50,Masculino,Vestido,Vestimenta,70,Georgia,XL,Charcoal,Primavera,4.9,Si,Envio Dia Siguiente,Si,Si,46,Efectivo,Semanalmente
1020,32,Masculino,Camiseta,Vestimenta,76,Kentucky,S,Beige,Invierno,2.8,Si,Standard,Si,Si,33,Venmo,Cada 2 semanas
1021,24,Masculino,Bufanda,Accesorios,95,Delaware,M,Negro,Otoño,4.5,Si,Express,Si,Si,41,Tarjeta de Debito,Anualmente
1022,55,Masculino,Abrigo,Ropa exterior,51,Massachusetts,S,Lavender,Invierno,4.9,Si,Envio 2-Dias,Si,Si,39,PayPal,Semanalmente
1023,61,Masculino,Bolsa,Accesorios,41,Nebraska,M,Lavender,Invierno,4.9,Si,Recojer en Tienda,Si,Si,7,Efectivo,Anualmente
1024,61,Masculino,Lentes de sol,Accesorios,71,Maine,S,Turquesa,Invierno,3.5,Si,Envio Gratis,Si,Si,29,Transferencia Bancaria ,Cada 3 Meses
1025,28,Masculino,Playera,Vestimenta,66,Pennsylvania,M,Morado,Verano,3.5,Si,Envio Gratis,Si,Si,18,Venmo,Trimestral
1026,60,Masculino,Camiseta,Vestimenta,84,Nebraska,M,Olive,Invierno,4.9,Si,Envio Gratis,Si,Si,15,Tarjeta de Credito,Anualmente
1027,49,Masculino,Bolsa,Accesorios,95,Virginia,L,Turquesa,Invierno,3,Si,Express,Si,Si,39,PayPal,Cada 2 semanas
1028,33,Masculino,Joyeria,Accesorios,90,Ohio,L,Teal,Verano,2.8,Si,Envio Dia Siguiente,Si,Si,11,Efectivo,Mensualmente
1029,45,Masculino,Hoodie,Vestimenta,36,Nebraska,S,Lavender,Verano,3.7,Si,Standard,Si,Si,4,Efectivo,Quincena
1030,29,Masculino,Guantes,Accesorios,22,Ohio,M,Morado,Primavera,3.6,Si,Envio 2-Dias,Si,Si,33,Venmo,Cada 2 semanas
1031,58,Masculino,Abrigo,Ropa exterior,89,Kentucky,L,Azul,Invierno,3.3,Si,Envio Dia Siguiente,Si,Si,37,Tarjeta de Debito,Trimestral
1032,22,Masculino,Sandalias,Calzado,50,Tennessee,M,Teal,Primavera,3.4,Si,Envio Gratis,Si,Si,32,Efectivo,Trimestral
1033,55,Masculino,Botas,Calzado,36,Maine,M,Lavender,Otoño,4,Si,Envio Gratis,Si,Si,44,Tarjeta de Credito,Trimestral
1034,19,Masculino,Pantalones,Vestimenta,52,Montana,S,Plateado,Primavera,4.6,Si,Envio Gratis,Si,Si,41,Transferencia Bancaria ,Trimestral
1035,68,Masculino,Calcetines,Vestimenta,29,Maryland,M,Olive,Otoño,4.2,Si,Envio Dia Siguiente,Si,Si,44,Transferencia Bancaria ,Semanalmente
1036,61,Masculino,Blusa,Vestimenta,89,Georgia,M,Cafe,Otoño,2.8,Si,Express,Si,Si,32,Venmo,Anualmente
1037,68,Masculino,Bolsa,Accesorios,47,Hawaii,M,Amarillo,Otoño,3.7,Si,Envio 2-Dias,Si,Si,13,Transferencia Bancaria ,Mensualmente
1038,52,Masculino,Joyeria,Accesorios,25,Rhode Island,XL,Cafe,Primavera,3.4,Si,Standard,Si,Si,48,Tarjeta de Debito,Trimestral
1039,41,Masculino,Pantalones,Vestimenta,74,Nebraska,XL,Cyan,Otoño,3,Si,Express,Si,Si,3,Transferencia Bancaria ,Semanalmente
1040,29,Masculino,Cinto,Accesorios,46,Michigan,M,Magenta,Otoño,4.8,Si,Standard,Si,Si,39,Venmo,Mensualmente
1041,68,Masculino,Jeans,Vestimenta,22,North Carolina,S,Magenta,Otoño,4,Si,Envio Dia Siguiente,Si,Si,7,Efectivo,Quincena
1042,36,Masculino,Camiseta,Vestimenta,25,Minnesota,M,Naranja,Verano,4.9,Si,Envio Dia Siguiente,Si,Si,11,Efectivo,Quincena
1043,55,Masculino,Cinto,Accesorios,80,Maryland,M,Maroon,Primavera,4.9,Si,Envio Dia Siguiente,Si,Si,47,Tarjeta de Credito,Semanalmente
1044,28,Masculino,Jeans,Vestimenta,76,Hawaii,M,Verde,Primavera,3.3,Si,Envio 2-Dias,Si,Si,28,Tarjeta de Debito,Quincena
1045,39,Masculino,Jeans,Vestimenta,30,Oregon,L,Teal,Verano,4.4,Si,Envio Dia Siguiente,Si,Si,17,Transferencia Bancaria ,Cada 3 Meses
1046,54,Masculino,Sueter,Vestimenta,79,New Mexico,L,Negro,Otoño,3.5,Si,Envio 2-Dias,Si,Si,11,PayPal,Cada 2 semanas
1047,40,Masculino,Tennis,Calzado,22,Illinois,M,Magenta,Invierno,4.2,Si,Standard,Si,Si,12,Venmo,Anualmente
1048,31,Masculino,Calcetines,Vestimenta,36,Utah,S,Olive,Otoño,4.2,Si,Standard,Si,Si,7,Tarjeta de Credito,Quincena
1049,30,Masculino,Calcetines,Vestimenta,77,Maine,L,Amarillo,Otoño,2.7,Si,Standard,Si,Si,19,Venmo,Quincena
1050,45,Masculino,Lentes de sol,Accesorios,33,Virginia,S,Morado,Otoño,2.8,Si,Recojer en Tienda,Si,Si,24,Efectivo,Trimestral
1051,48,Masculino,Tennis,Calzado,64,Florida,M,Beige,Invierno,3.8,Si,Envio Dia Siguiente,Si,Si,19,Venmo,Mensualmente
1052,45,Masculino,Calcetines,Vestimenta,53,Ohio,M,Indigo,Otoño,2.6,Si,Envio Gratis,Si,Si,39,PayPal,Anualmente
1053,60,Masculino,Zapatos,Calzado,36,Virginia,XL,Rosa,Otoño,3,Si,Envio 2-Dias,Si,Si,1,Tarjeta de Credito,Quincena
1054,59,Masculino,Blusa,Vestimenta,70,Kansas,M,Azul,Primavera,3.3,No,Envio 2-Dias,Si,Si,10,Tarjeta de Debito,Cada 2 semanas
1055,18,Masculino,Shorts,Vestimenta,96,Arkansas,L,Cyan,Invierno,4.9,No,Express,Si,Si,48,PayPal,Trimestral
1056,70,Masculino,Chaqueta,Ropa exterior,27,Massachusetts,M,Naranja,Primavera,3.3,No,Envio Dia Siguiente,Si,Si,24,Tarjeta de Debito,Anualmente
1057,20,Masculino,Sueter,Vestimenta,64,Idaho,L,Negro,Invierno,2.9,No,Envio 2-Dias,Si,Si,42,Venmo,Quincena
1058,65,Masculino,Chaqueta,Ropa exterior,23,Wisconsin,S,Maroon,Primavera,4.4,No,Envio 2-Dias,Si,Si,20,Tarjeta de Credito,Semanalmente
1059,29,Masculino,Bufanda,Accesorios,33,New Mexico,L,Violeta,Verano,3.1,No,Envio Dia Siguiente,Si,Si,49,Transferencia Bancaria ,Cada 3 Meses
1060,22,Masculino,Chaqueta,Ropa exterior,34,North Carolina,M,Beige,Invierno,2.5,No,Standard,Si,Si,25,Tarjeta de Debito,Mensualmente
1061,27,Masculino,Sueter,Vestimenta,35,Iowa,S,Gris,Verano,2.6,No,Envio Dia Siguiente,Si,Si,21,Tarjeta de Debito,Cada 3 Meses
1062,36,Masculino,Abrigo,Ropa exterior,62,Idaho,M,Gris,Verano,4.4,No,Envio Gratis,Si,Si,12,Venmo,Cada 3 Meses
1063,59,Masculino,Botas,Calzado,75,Ohio,M,Cafe,Otoño,2.6,No,Envio Dia Siguiente,Si,Si,21,Tarjeta de Debito,Cada 3 Meses
1064,62,Masculino,Hoodie,Vestimenta,29,Alabama,S,Indigo,Verano,3.3,No,Envio Gratis,Si,Si,35,Efectivo,Mensualmente
1065,34,Masculino,Sombrero,Accesorios,28,Wyoming,M,Violeta,Primavera,3.5,No,Express,Si,Si,42,Tarjeta de Credito,Cada 3 Meses
1066,59,Masculino,Playera,Vestimenta,20,Alabama,XL,Azul,Primavera,4.1,No,Recojer en Tienda,Si,Si,3,PayPal,Cada 3 Meses
1067,49,Masculino,Abrigo,Ropa exterior,96,Mississippi,M,Rojo,Invierno,4,No,Recojer en Tienda,Si,Si,11,PayPal,Cada 2 semanas
1068,18,Masculino,Vestido,Vestimenta,43,Pennsylvania,S,Durazno,Verano,2.7,No,Envio 2-Dias,Si,Si,22,PayPal,Trimestral
1069,55,Masculino,Camiseta,Vestimenta,94,Wyoming,M,Olive,Otoño,2.5,No,Standard,Si,Si,47,Tarjeta de Credito,Semanalmente
1070,38,Masculino,Falda,Vestimenta,81,Maryland,XL,Blanco,Otoño,4.3,No,Envio Dia Siguiente,Si,Si,33,Venmo,Cada 3 Meses
1071,50,Masculino,Joyeria,Accesorios,75,North Carolina,M,Magenta,Verano,3.3,No,Envio Gratis,Si,Si,50,Tarjeta de Debito,Semanalmente
1072,61,Masculino,Sombrero,Accesorios,81,Pennsylvania,M,Beige,Verano,2.6,No,Express,Si,Si,46,Tarjeta de Credito,Mensualmente
1073,48,Masculino,Shorts,Vestimenta,92,Idaho,L,Dorado,Otoño,,No,Express,Si,Si,34,Tarjeta de Debito,Quincena
1074,22,Masculino,Bufanda,Accesorios,96,California,XL,Morado,Primavera,4,No,Recojer en Tienda,Si,Si,33,Tarjeta de Credito,Mensualmente
1075,48,Masculino,Joyeria,Accesorios,71,Tennessee,S,Blanco,Otoño,2.6,No,Standard,Si,Si,45,Transferencia Bancaria ,Quincena
1076,57,Masculino,Lentes de sol,Accesorios,50,Missouri,L,Indigo,Verano,4.9,No,Envio Dia Siguiente,Si,Si,32,Tarjeta de Debito,Cada 2 semanas
1077,33,Masculino,Abrigo,Ropa exterior,72,North Dakota,L,Charcoal,Primavera,2.9,No,Standard,Si,Si,47,Venmo,Cada 2 semanas
1078,58,Masculino,Chaqueta,Ropa exterior,28,West Virginia,M,Rosa,Invierno,3.7,No,Standard,Si,Si,5,PayPal,Trimestral
1079,37,Masculino,Sueter,Vestimenta,59,Arizona,M,Plateado,Otoño,4.4,No,Express,Si,Si,49,Tarjeta de Credito,Quincena
1080,18,Masculino,Abrigo,Ropa exterior,33,Oklahoma,S,Azul,Verano,4.4,No,Envio Gratis,Si,Si,48,Transferencia Bancaria ,Mensualmente
1081,65,Masculino,Bufanda,Accesorios,59,Pennsylvania,L,Azul,Otoño,3.8,No,Express,Si,Si,22,Efectivo,Cada 3 Meses
1082,62,Masculino,Cinto,Accesorios,30,Idaho,XL,Cafe,Primavera,4.5,No,Standard,Si,Si,45,Tarjeta de Credito,Anualmente
1083,54,Masculino,Sombrero,Accesorios,85,South Carolina,XL,Cyan,Invierno,2.6,No,Envio Dia Siguiente,Si,Si,30,Venmo,Trimestral
1084,35,Masculino,Mochila,Accesorios,97,Washington,L,Teal,Verano,3.3,No,Recojer en Tienda,Si,Si,43,Efectivo,Semanalmente
1085,34,Masculino,Playera,Vestimenta,36,Arkansas,S,Morado,Otoño,4.1,No,Envio Dia Siguiente,Si,Si,48,Efectivo,Trimestral
1086,25,Masculino,Joyeria,Accesorios,85,Utah,M,Turquesa,Invierno,3,No,Recojer en Tienda,Si,Si,23,Venmo,Quincena
1087,53,Masculino,Lentes de sol,Accesorios,62,Alaska,M,Olive,Invierno,3,No,Envio Gratis,Si,Si,27,PayPal,Cada 2 semanas
1088,45,Masculino,Jeans,Vestimenta,71,West Virginia,S,Blanco,Invierno,3.4,No,Envio Dia Siguiente,Si,Si,7,Transferencia Bancaria ,Mensualmente
1089,49,Masculino,Pantalones,Vestimenta,21,Louisiana,M,Turquesa,Invierno,2.7,No,Envio Gratis,Si,Si,2,PayPal,Semanalmente
1090,40,Masculino,Mochila,Accesorios,61,Arizona,M,Plateado,Primavera,3.8,No,Envio Dia Siguiente,Si,Si,33,PayPal,Cada 2 semanas
1091,38,Masculino,Bufanda,Accesorios,58,Connecticut,M,Violeta,Primavera,4.2,No,Recojer en Tienda,Si,Si,27,Efectivo,Quincena
1092,44,Masculino,Sueter,Vestimenta,80,North Carolina,L,Lavender,Primavera,4.7,No,Recojer en Tienda,Si,Si,6,Tarjeta de Credito,Quincena
1093,68,Masculino,Joyeria,Accesorios,50,South Dakota,L,Magenta,Primavera,4.1,No,Envio 2-Dias,Si,Si,20,Venmo,Trimestral
1094,60,Masculino,Tennis,Calzado,48,Delaware,S,Indigo,Invierno,4.2,No,Envio 2-Dias,Si,Si,46,Venmo,Cada 3 Meses
1095,25,Masculino,Joyeria,Accesorios,40,Connecticut,M,Negro,Invierno,4.8,No,Envio Dia Siguiente,Si,Si,25,Efectivo,Trimestral
1096,19,Masculino,Abrigo,Ropa exterior,34,Tennessee,S,Durazno,Verano,3,No,Envio Gratis,Si,Si,30,Transferencia Bancaria ,Trimestral
1097,57,Masculino,Abrigo,Ropa exterior,46,New Hampshire,S,Beige,Otoño,2.6,No,Standard,Si,Si,48,Tarjeta de Credito,Anualmente
1098,58,Masculino,Lentes de sol,Accesorios,27,Vermont,M,Negro,Verano,3.2,No,Recojer en Tienda,Si,Si,47,Transferencia Bancaria ,Semanalmente
1099,49,Masculino,Bolsa,Accesorios,98,Idaho,S,Turquesa,Primavera,3.6,No,Envio Dia Siguiente,Si,Si,27,Tarjeta de Credito,Semanalmente
1100,19,Masculino,Sueter,Vestimenta,73,North Carolina,M,Durazno,Otoño,2.6,No,Envio Dia Siguiente,Si,Si,45,Transferencia Bancaria ,Quincena
1101,50,Masculino,Pantalones,Vestimenta,28,Nevada,L,Dorado,Primavera,4.4,No,Express,Si,Si,2,Tarjeta de Credito,Semanalmente
1102,30,Masculino,Guantes,Accesorios,76,Delaware,XL,Plateado,Otoño,3,No,Envio Gratis,Si,Si,39,Efectivo,Quincena
1103,52,Masculino,Sueter,Vestimenta,83,Texas,M,Durazno,Otoño,2.9,No,Express,Si,Si,24,Efectivo,Quincena
1104,35,Masculino,Hoodie,Vestimenta,23,Tennessee,S,Charcoal,Primavera,4.3,No,Envio Gratis,Si,Si,8,Tarjeta de Debito,Cada 2 semanas
1105,35,Masculino,Sombrero,Accesorios,28,Delaware,M,Beige,Otoño,3.1,No,Express,Si,Si,8,Transferencia Bancaria ,Trimestral
1106,33,Masculino,Playera,Vestimenta,83,Massachusetts,S,Olive,Primavera,3,No,Envio Dia Siguiente,Si,Si,6,Venmo,Cada 3 Meses
1107,52,Masculino,Falda,Vestimenta,96,Minnesota,L,Violeta,Invierno,3.6,No,Recojer en Tienda,Si,Si,12,Venmo,Quincena
